loan_id,customer_id,application_date,disbursement_date,product_type,channel,province,age,employment_type,monthly_income_idr,loan_amount_idr,tenor_months,interest_rate_pct,credit_score,dti_ratio,status
LN001937,CUS03036,2023-01-17,2023-01-19,PayLater,Mobile App,Sumatera Utara,34,Employed,11909970,2179168,36,2.29,713,0.51,Approved
LN001938,CUS02594,2023-02-12,,PayLater,Partner API,DKI Jakarta,35,Employed,3794385,2406098,12,3.87,604,5.28,Rejected
LN001939,CUS00126,2024-10-22,2024-10-26,PayLater,Partner API,DKI Jakarta,40,Business Owner,3863822,2963921,18,2.41,598,4.26,Approved
LN001940,CUS00376,2024-07-26,2024-07-27,PayLater,Mobile App,Jawa Tengah,32,Employed,2290505,4962467,18,1.66,782,12.04,Approved
LN001941,CUS03057,2022-02-14,,KTA (Personal Loan),Mobile App,Banten,34,Business Owner,3865339,14944177,6,3.11,728,64.44,Pending
LN001942,CUS02173,2022-03-23,2022-03-26,KTA (Personal Loan),Web,Jawa Barat,28,Employed,8920034,21909037,12,2.8,713,20.47,Approved
LN001943,CUS00882,2023-05-22,2023-05-27,KTA (Personal Loan),Partner API,DKI Jakarta,34,Freelancer,10907278,10950805,36,2.62,712,2.79,Approved
LN001944,CUS01541,2024-12-20,,KTA (Personal Loan),Mobile App,Jawa Tengah,29,Employed,8896171,32342608,1,2.27,686,363.56,Pending
LN001945,CUS01720,2023-09-17,2023-09-21,PayLater,Partner API,DKI Jakarta,36,Freelancer,1703905,3774529,6,2.7,811,36.92,Approved
LN001946,CUS01859,2023-11-15,2023-11-17,PayLater,Web,Banten,29,Business Owner,9576623,2669345,12,3.31,653,2.32,Approved
LN001947,CUS01397,2024-09-30,,PayLater,Agent,Jawa Tengah,35,Self-Employed,1659185,1606240,1,2.6,696,96.81,Pending
LN001948,CUS00645,2024-03-16,2024-03-20,PayLater,Partner API,Jawa Tengah,31,Business Owner,8570347,3293997,24,1.76,533,1.6,Approved
LN001949,CUS01516,2022-11-18,,PayLater,Mobile App,Sulawesi Selatan,41,Employed,4009903,2926209,6,1.0,584,12.16,Pending
LN001950,CUS01277,2022-02-07,,KTA (Personal Loan),Mobile App,Banten,31,Employed,7621383,12703357,6,2.69,553,27.78,Pending
LN001951,CUS02956,2023-12-12,,Business Loan,Mobile App,DKI Jakarta,18,Employed,2247838,87079561,18,2.01,751,215.22,Rejected
LN001952,CUS01329,2023-12-22,,Business Loan,Mobile App,Jawa Barat,42,Self-Employed,10095991,92687447,6,2.45,445,153.01,Pending
LN001953,CUS03182,2023-12-29,,Business Loan,Web,Jawa Barat,24,Business Owner,2076020,196697373,12,2.1,617,789.56,Pending
LN001954,CUS02325,2023-09-12,,KTA (Personal Loan),Agent,Sumatera Utara,26,Self-Employed,3348006,43217862,18,2.06,410,71.71,Pending
LN001955,CUS02443,2023-04-29,,KTA (Personal Loan),Agent,Jawa Timur,27,Self-Employed,2747197,38046685,18,2.12,583,76.94,Pending
LN001956,CUS00348,2024-10-23,,PayLater,Mobile App,Jawa Tengah,42,Self-Employed,1745196,4499496,18,2.16,610,14.32,Pending
LN001957,CUS00216,2023-07-19,,Education Loan,Mobile App,Sumatera Utara,18,Business Owner,5291778,23387110,1,2.89,760,441.95,Pending
LN001958,CUS00638,2022-05-07,2022-05-08,PayLater,Web,Jawa Barat,57,Business Owner,14777287,4565308,1,2.79,681,30.89,Approved
LN001959,CUS00645,2023-06-12,,PayLater,Mobile App,Sumatera Utara,40,Student,24768707,745489,6,1.9,583,0.5,Pending
LN001960,CUS03091,2024-03-03,2024-03-07,PayLater,Mobile App,DKI Jakarta,33,Employed,5300130,2552297,1,1.96,735,48.16,Approved
LN001961,CUS02531,2022-03-02,,Education Loan,Partner API,DKI Jakarta,31,Employed,9771272,23672458,12,2.69,651,20.19,Pending
LN001962,CUS00204,2023-07-28,,Education Loan,Partner API,Banten,34,Freelancer,5747096,19582394,6,3.03,653,56.79,Rejected
LN001963,CUS02761,2023-04-07,,Business Loan,Partner API,DKI Jakarta,36,Business Owner,6744772,43281571,12,3.02,553,53.48,Pending
LN001964,CUS00335,2022-11-07,,KTA (Personal Loan),Mobile App,Jawa Timur,37,Employed,4072058,20322143,6,2.0,570,83.18,Pending
LN001965,CUS01115,2023-12-01,,KTA (Personal Loan),Web,Banten,36,Student,5620856,19299846,12,2.99,583,28.61,Rejected
LN001966,CUS01815,2024-03-15,,Education Loan,Partner API,Jawa Timur,32,Business Owner,6902786,11533672,6,1.61,653,27.85,Rejected
LN001967,CUS02712,2022-10-09,,KTA (Personal Loan),Mobile App,Sumatera Utara,30,Employed,3533758,20441099,3,2.4,656,192.82,Rejected
LN001968,CUS01737,2022-06-29,2022-07-04,Education Loan,Partner API,Jawa Tengah,30,Business Owner,4772839,17871332,12,2.74,773,31.2,Approved
LN001969,CUS01990,2024-02-22,2024-02-24,PayLater,Mobile App,Sulawesi Selatan,30,Business Owner,4827746,4346910,12,1.46,680,7.5,Approved
LN001970,CUS02487,2024-12-02,,PayLater,Partner API,Jawa Tengah,41,Employed,8209400,3839146,18,3.55,433,2.6,Rejected
LN001971,CUS01811,2023-04-11,,Business Loan,Partner API,Jawa Tengah,36,Self-Employed,2637466,168697443,24,3.16,671,266.51,Pending
LN001972,CUS01697,2024-05-04,2024-05-06,PayLater,Mobile App,Jawa Tengah,18,Student,4847739,4476216,18,2.82,533,5.13,Approved
LN001973,CUS01119,2023-05-08,2023-05-10,Education Loan,Web,Kalimantan Timur,37,Self-Employed,15746863,15403761,12,2.02,572,8.15,Approved
LN001974,CUS00883,2022-11-09,,KTA (Personal Loan),Mobile App,DKI Jakarta,33,Business Owner,10053029,20571182,1,2.47,585,204.63,Rejected
LN001975,CUS03093,2024-05-23,,Education Loan,Web,Jawa Timur,31,Employed,11234005,6440584,3,2.9,596,19.11,Pending
LN001976,CUS02099,2023-10-02,,PayLater,Web,DKI Jakarta,28,Business Owner,5073835,4687212,18,1.94,539,5.13,Rejected
LN001977,CUS00467,2023-11-06,,KTA (Personal Loan),Web,DKI Jakarta,40,Employed,6061979,7962035,3,2.41,666,43.78,Rejected
LN001978,CUS01414,2024-07-08,,KTA (Personal Loan),Agent,Bali,39,Employed,9122825,38351098,6,2.96,537,70.06,Pending
LN001979,CUS01761,2022-09-27,,KTA (Personal Loan),Mobile App,DKI Jakarta,25,Self-Employed,12750764,22014873,3,1.75,678,57.55,Pending
LN001980,CUS00455,2023-02-28,,KTA (Personal Loan),Mobile App,Jawa Timur,35,Business Owner,1550342,47695134,3,2.67,828,1025.48,Pending
LN001981,CUS01161,2022-10-11,,Education Loan,Partner API,Jawa Barat,24,Self-Employed,2270892,15490050,18,1.62,543,37.9,Pending
LN001982,CUS02778,2023-02-19,,KTA (Personal Loan),Web,Sumatera Utara,20,Freelancer,10969342,41747375,6,2.03,627,63.43,Pending
LN001983,CUS02780,2022-10-10,,PayLater,Partner API,Banten,26,Self-Employed,4234665,1771946,6,2.25,448,6.97,Pending
LN001984,CUS02430,2023-09-25,,Education Loan,Mobile App,DKI Jakarta,38,Employed,3341451,12477217,3,2.76,625,124.47,Pending
LN001985,CUS01994,2024-12-08,,PayLater,Partner API,Jawa Tengah,39,Freelancer,2355943,3179837,12,2.15,701,11.25,Pending
LN001986,CUS02159,2022-10-04,,PayLater,Partner API,DKI Jakarta,36,Employed,3583815,4990921,18,2.56,707,7.74,Pending
LN001987,CUS02733,2024-05-30,2024-06-01,PayLater,Partner API,Jawa Barat,37,Business Owner,2155486,2829075,6,2.16,656,21.87,Approved
LN001988,CUS01264,2022-10-25,,Business Loan,Partner API,Jawa Timur,36,Employed,17533169,187898640,18,2.23,721,59.54,Rejected
LN001989,CUS00187,2022-11-20,2022-11-21,PayLater,Mobile App,DKI Jakarta,26,Student,4933142,4038124,3,3.13,850,27.29,Approved
LN001990,CUS00904,2023-10-13,2023-10-14,PayLater,Mobile App,Sumatera Utara,35,Employed,4829136,4081389,12,1.92,786,7.04,Approved
LN001991,CUS01619,2022-05-19,,Education Loan,Mobile App,DKI Jakarta,38,Employed,7115559,15898999,18,2.88,608,12.41,Pending
LN001992,CUS02455,2024-12-27,,Business Loan,Mobile App,DKI Jakarta,38,Employed,8907067,83443027,36,2.5,533,26.02,Rejected
LN001993,CUS00225,2022-08-31,2022-09-04,PayLater,Mobile App,DKI Jakarta,41,Employed,8819549,1363648,3,2.21,617,5.15,Approved
LN001994,CUS00032,2023-01-13,,Business Loan,Agent,Jawa Barat,37,Employed,9522058,193148840,1,1.89,574,2028.44,Rejected
LN001995,CUS00838,2023-10-13,,Education Loan,Web,Jawa Tengah,34,Employed,3424414,28984840,6,1.93,686,141.07,Rejected
LN001996,CUS01235,2022-10-26,,PayLater,Partner API,DKI Jakarta,40,Business Owner,4181699,3861804,3,2.13,555,30.78,Rejected
LN001997,CUS00866,2022-03-02,,Business Loan,Agent,DIY Yogyakarta,31,Freelancer,7931616,66287965,3,2.42,644,278.58,Pending
LN001998,CUS03144,2023-10-15,2023-10-16,KTA (Personal Loan),Mobile App,DIY Yogyakarta,24,Business Owner,3643717,16033079,6,2.8,717,73.34,Approved
LN001999,CUS00563,2024-04-27,,KTA (Personal Loan),Mobile App,Jawa Tengah,30,Employed,4984703,49487460,6,2.35,641,165.46,Pending
LN002000,CUS03131,2024-04-22,2024-04-24,KTA (Personal Loan),Mobile App,Jawa Tengah,26,Employed,6351532,7994426,24,2.38,574,5.24,Approved
LN002001,CUS01047,2023-09-14,,KTA (Personal Loan),Web,Kalimantan Timur,26,Employed,8008864,42960393,3,2.46,743,178.8,Rejected
LN002002,CUS01186,2024-06-26,2024-06-29,PayLater,Mobile App,Banten,30,Employed,1720868,2099561,36,2.74,499,3.39,Approved
LN002003,CUS01344,2023-07-15,,Business Loan,Partner API,DKI Jakarta,25,Self-Employed,7677433,89585246,18,2.82,623,64.83,Pending
LN002004,CUS00492,2022-11-08,2022-11-12,PayLater,Mobile App,Banten,29,Business Owner,4345772,4243899,24,1.81,646,4.07,Approved
LN002005,CUS00032,2023-01-20,2023-01-23,KTA (Personal Loan),Mobile App,DKI Jakarta,18,Self-Employed,7643935,9077135,24,2.36,651,4.95,Approved
LN002006,CUS02038,2022-08-07,2022-08-09,PayLater,Mobile App,Jawa Barat,33,Student,7969302,2093763,18,3.11,664,1.46,Approved
LN002007,CUS03060,2022-09-27,,Business Loan,Web,Jawa Tengah,32,Employed,13120645,190884612,18,1.84,698,80.82,Pending
LN002008,CUS01764,2023-01-14,2023-01-17,PayLater,Partner API,Jawa Timur,25,Self-Employed,11262854,3645796,6,2.54,647,5.4,Approved
LN002009,CUS00720,2022-02-23,,KTA (Personal Loan),Agent,DKI Jakarta,37,Employed,11216443,38972262,12,2.41,620,28.95,Pending
LN002010,CUS00530,2023-07-01,,PayLater,Partner API,DKI Jakarta,39,Employed,11889315,3908773,24,2.22,617,1.37,Pending
LN002011,CUS01558,2023-04-18,,Business Loan,Mobile App,Sulawesi Selatan,19,Self-Employed,5955203,21508315,6,3.3,601,60.19,Pending
LN002012,CUS02182,2023-04-21,,KTA (Personal Loan),Web,Sumatera Utara,25,Self-Employed,5097493,14144341,1,2.52,713,277.48,Pending
LN002013,CUS02883,2023-04-18,,Business Loan,Mobile App,Jawa Tengah,25,Employed,8441231,103340018,18,3.26,598,68.01,Pending
LN002014,CUS00943,2022-02-23,2022-02-27,PayLater,Mobile App,Jawa Timur,24,Employed,7757704,2156676,12,2.5,717,2.32,Approved
LN002015,CUS02050,2024-01-06,,PayLater,Web,Jawa Timur,38,Employed,4153694,2349105,18,2.73,651,3.14,Pending
LN002016,CUS02289,2022-06-12,,KTA (Personal Loan),Mobile App,Jawa Tengah,30,Employed,6374667,40165132,1,2.21,608,630.07,Pending
LN002017,CUS03414,2024-09-03,,Education Loan,Mobile App,Jawa Barat,29,Self-Employed,4895811,5366980,12,2.22,699,9.14,Rejected
LN002018,CUS02737,2022-10-02,,PayLater,Mobile App,Jawa Tengah,18,Employed,2995401,3472213,3,2.7,591,38.64,Pending
LN002019,CUS03303,2024-10-25,2024-10-26,PayLater,Agent,Bali,37,Employed,10845110,500496,24,2.71,701,0.19,Approved
LN002020,CUS01451,2024-08-18,2024-08-20,PayLater,Web,Sumatera Utara,22,Self-Employed,5168370,783763,3,2.8,667,5.05,Approved
LN002021,CUS00296,2024-02-05,2024-02-10,KTA (Personal Loan),Mobile App,Jawa Tengah,32,Self-Employed,17092894,23372875,18,2.69,602,7.6,Approved
LN002022,CUS01627,2023-01-12,,PayLater,Agent,DKI Jakarta,34,Self-Employed,1885404,4284268,1,1.83,692,227.23,Pending
LN002023,CUS03040,2024-03-04,,Business Loan,Agent,Sulawesi Selatan,42,Employed,3580028,37549195,1,2.1,693,1048.85,Pending
LN002024,CUS00174,2024-10-03,2024-10-07,PayLater,Partner API,Jawa Timur,21,Employed,5098881,2995796,3,2.92,742,19.58,Approved
LN002025,CUS01787,2024-08-28,2024-08-29,PayLater,Web,Jawa Barat,18,Business Owner,9893387,3553273,6,1.52,727,5.99,Approved
LN002026,CUS00077,2022-10-09,2022-10-12,PayLater,Mobile App,DKI Jakarta,33,Employed,6354222,1532897,12,2.65,689,2.01,Approved
LN002027,CUS01884,2022-12-02,,KTA (Personal Loan),Mobile App,Banten,46,Self-Employed,6023819,28054861,3,2.44,559,155.24,Rejected
LN002028,CUS00319,2023-01-31,,KTA (Personal Loan),Mobile App,Jawa Barat,41,Student,2542326,46013327,6,2.92,845,301.65,Pending
LN002029,CUS01283,2023-04-09,,PayLater,Agent,Jawa Timur,33,Employed,2497457,2805028,3,2.71,537,37.44,Pending
LN002030,CUS02359,2022-03-08,,Education Loan,Partner API,Jawa Tengah,28,Business Owner,6067463,8933076,24,2.17,725,6.13,Rejected
LN002031,CUS01759,2024-04-16,,PayLater,Mobile App,Jawa Timur,38,Employed,2205544,3325164,1,2.15,684,150.76,Pending
LN002032,CUS02349,2022-01-31,,KTA (Personal Loan),Web,Jawa Tengah,24,Business Owner,3633917,31649008,6,2.24,556,145.16,Pending
LN002033,CUS01657,2023-07-07,,KTA (Personal Loan),Web,Jawa Timur,35,Employed,6753009,6212964,12,2.79,640,7.67,Pending
LN002034,CUS02907,2024-04-25,,PayLater,Partner API,DKI Jakarta,36,Employed,2773314,907674,24,1.35,643,1.36,Pending
LN002035,CUS02623,2023-04-01,2023-04-03,Business Loan,Mobile App,Jawa Timur,40,Employed,13100514,39788457,24,2.58,754,12.65,Approved
LN002036,CUS01711,2023-02-20,,Business Loan,Web,DKI Jakarta,54,Business Owner,10420757,35894924,24,2.06,592,14.35,Rejected
LN002037,CUS01186,2023-02-23,,PayLater,Mobile App,Jawa Barat,35,Business Owner,1947576,1667595,1,2.6,629,85.62,Pending
LN002038,CUS00472,2022-05-16,,KTA (Personal Loan),Mobile App,Jawa Tengah,27,Employed,2857694,25434739,18,2.67,463,49.45,Pending
LN002039,CUS01660,2022-12-29,2023-01-03,PayLater,Web,Jawa Timur,31,Business Owner,1500000,2172723,18,1.67,788,8.05,Approved
LN002040,CUS00086,2024-06-18,,KTA (Personal Loan),Mobile App,Banten,18,Employed,3126402,45079245,24,2.39,564,60.08,Pending
LN002041,CUS01331,2024-09-30,2024-10-05,PayLater,Web,Jawa Timur,26,Employed,7919048,3254492,6,2.58,676,6.85,Approved
LN002042,CUS00704,2023-10-28,,Business Loan,Mobile App,DKI Jakarta,28,Self-Employed,3900485,176467426,24,2.54,641,188.51,Pending
LN002043,CUS03283,2024-07-26,,PayLater,Agent,Jawa Barat,27,Employed,6592392,2871676,6,2.44,642,7.26,Pending
LN002044,CUS02532,2023-05-21,2023-05-22,PayLater,Partner API,Jawa Barat,33,Business Owner,2005788,904417,12,1.89,714,3.76,Approved
LN002045,CUS01885,2024-05-25,2024-05-28,PayLater,Mobile App,Jawa Barat,25,Self-Employed,8070561,2584793,6,1.97,783,5.34,Approved
LN002046,CUS03408,2024-04-09,2024-04-13,PayLater,Web,Jawa Timur,40,Student,3583616,4199146,6,1.81,670,19.53,Approved
LN002047,CUS02825,2022-03-27,,KTA (Personal Loan),Mobile App,DKI Jakarta,32,Business Owner,5036642,13734669,12,2.78,702,22.72,Pending
LN002048,CUS01483,2024-02-19,2024-02-23,PayLater,Web,Jawa Tengah,31,Employed,4728997,910464,6,2.44,676,3.21,Approved
LN002049,CUS00361,2023-10-03,,Business Loan,Mobile App,Sulawesi Selatan,29,Business Owner,2331492,72592600,18,2.47,731,172.98,Rejected
LN002050,CUS01789,2024-03-18,,PayLater,Mobile App,Banten,33,Business Owner,2503243,2250040,12,1.65,612,7.49,Pending
LN002051,CUS03460,2024-12-11,2024-12-16,KTA (Personal Loan),Agent,Banten,38,Student,8936237,18781595,12,2.48,736,17.51,Approved
LN002052,CUS00434,2022-03-20,,KTA (Personal Loan),Mobile App,Sumatera Utara,25,Employed,6352403,11085835,3,2.82,738,58.17,Pending
LN002053,CUS00997,2024-12-02,2024-12-06,Education Loan,Web,Jawa Barat,26,Business Owner,9388329,11270996,36,1.58,736,3.33,Approved
LN002054,CUS01785,2022-08-12,,Education Loan,Mobile App,Banten,29,Employed,6075309,22057060,12,2.23,597,30.26,Pending
LN002055,CUS02413,2024-07-13,,Business Loan,Web,DKI Jakarta,21,Self-Employed,5447911,83326418,3,1.71,636,509.84,Rejected
LN002056,CUS01641,2024-07-24,,Business Loan,Mobile App,DKI Jakarta,25,Employed,1775055,130184394,18,2.29,669,407.45,Pending
LN002057,CUS02147,2022-03-28,,PayLater,Mobile App,Jawa Barat,28,Freelancer,4251270,2913367,3,2.05,540,22.84,Pending
LN002058,CUS00323,2023-05-19,,Business Loan,Mobile App,DKI Jakarta,38,Employed,4918518,114320058,1,2.69,777,2324.28,Rejected
LN002059,CUS01622,2024-11-28,2024-11-30,Education Loan,Mobile App,Jawa Tengah,34,Self-Employed,16140025,11213738,12,2.58,649,5.79,Approved
LN002060,CUS01271,2024-03-21,2024-03-23,PayLater,Agent,DKI Jakarta,33,Self-Employed,7550485,2846943,12,3.15,672,3.14,Approved
LN002061,CUS03055,2022-03-22,2022-03-25,KTA (Personal Loan),Agent,Bali,38,Employed,12567003,6061762,3,2.47,603,16.08,Approved
LN002062,CUS01391,2024-03-04,2024-03-05,PayLater,Partner API,Sumatera Utara,30,Self-Employed,7156067,2442846,6,2.67,543,5.69,Approved
LN002063,CUS00908,2024-11-23,,KTA (Personal Loan),Mobile App,DIY Yogyakarta,35,Self-Employed,3263029,30768027,24,2.22,601,39.29,Pending
LN002064,CUS01365,2022-04-11,,KTA (Personal Loan),Mobile App,Sumatera Utara,31,Self-Employed,5364013,13189802,6,1.95,667,40.98,Pending
LN002065,CUS03192,2023-01-24,,KTA (Personal Loan),Web,Bali,34,Employed,5761351,16545132,3,2.92,703,95.72,Pending
LN002066,CUS00689,2023-08-20,,KTA (Personal Loan),Agent,Jawa Barat,27,Employed,2846085,14878895,36,3.12,662,14.52,Rejected
LN002067,CUS00313,2024-06-19,2024-06-22,Education Loan,Web,Jawa Tengah,18,Employed,3970156,6763948,6,2.85,677,28.39,Approved
LN002068,CUS02091,2024-03-26,,KTA (Personal Loan),Mobile App,DKI Jakarta,30,Business Owner,4419284,20653579,12,2.57,623,38.95,Rejected
LN002069,CUS02594,2023-09-16,,Business Loan,Partner API,Jawa Timur,43,Employed,13102588,196003495,3,2.01,689,498.64,Rejected
LN002070,CUS00468,2023-08-09,2023-08-10,PayLater,Mobile App,Banten,39,Employed,1500000,2092461,12,3.07,768,11.62,Approved
LN002071,CUS02174,2024-08-02,2024-08-03,PayLater,Partner API,Jawa Tengah,39,Employed,10308089,2572414,6,2.79,706,4.16,Approved
LN002072,CUS02089,2022-12-07,,KTA (Personal Loan),Agent,Jawa Barat,41,Business Owner,2850119,34388926,36,3.51,714,33.52,Pending
LN002073,CUS00795,2024-05-15,2024-05-16,PayLater,Agent,Jawa Tengah,32,Employed,2195018,3418239,6,1.92,673,25.95,Approved
LN002074,CUS03180,2023-08-26,,PayLater,Mobile App,DKI Jakarta,33,Employed,10149284,4774527,12,2.93,529,3.92,Pending
LN002075,CUS01432,2022-04-22,2022-04-25,KTA (Personal Loan),Mobile App,Banten,27,Employed,7756853,43590386,24,2.77,566,23.41,Approved
LN002076,CUS01439,2024-11-24,2024-11-29,KTA (Personal Loan),Web,Jawa Tengah,29,Business Owner,10613737,40727780,36,2.33,686,10.66,Approved
LN002077,CUS02980,2022-10-19,,KTA (Personal Loan),Mobile App,Sulawesi Selatan,36,Freelancer,8083775,47823225,3,3.18,649,197.2,Rejected
LN002078,CUS03355,2024-08-07,2024-08-09,PayLater,Mobile App,Kalimantan Timur,41,Employed,17207492,1538444,18,2.7,685,0.5,Approved
LN002079,CUS02644,2024-07-14,2024-07-15,PayLater,Web,DKI Jakarta,30,Business Owner,6991339,3276743,6,2.03,784,7.81,Approved
LN002080,CUS03339,2022-07-05,,KTA (Personal Loan),Mobile App,DIY Yogyakarta,28,Employed,4551930,44923854,12,2.44,708,82.24,Rejected
LN002081,CUS00605,2024-10-22,2024-10-27,PayLater,Mobile App,Bali,32,Employed,6142266,3308621,6,2.03,750,8.98,Approved
LN002082,CUS00968,2022-08-20,,PayLater,Mobile App,Jawa Timur,36,Employed,10543603,4898392,6,2.27,657,7.74,Pending
LN002083,CUS00422,2023-01-04,,PayLater,Agent,Sumatera Utara,20,Freelancer,3132441,951587,3,2.85,585,10.13,Pending
LN002084,CUS00600,2022-10-05,,PayLater,Partner API,DKI Jakarta,18,Business Owner,3381450,2476987,12,2.99,645,6.1,Rejected
LN002085,CUS01049,2024-03-16,2024-03-19,PayLater,Partner API,Bali,27,Employed,4153959,4898133,12,2.61,585,9.83,Approved
LN002086,CUS00809,2024-04-26,,PayLater,Mobile App,Jawa Tengah,22,Employed,1500000,2208056,3,2.12,774,49.07,Pending
LN002087,CUS00711,2023-10-25,2023-10-27,PayLater,Web,Sulawesi Selatan,27,Self-Employed,5431878,3828003,12,2.69,713,5.87,Approved
LN002088,CUS02468,2024-07-12,2024-07-15,KTA (Personal Loan),Mobile App,Jawa Barat,30,Employed,1612459,6368130,36,2.86,691,10.97,Approved
LN002089,CUS00627,2022-02-21,2022-02-25,PayLater,Web,Banten,28,Employed,5161738,3626767,18,1.51,748,3.9,Approved
LN002090,CUS03114,2023-01-02,,PayLater,Web,Jawa Barat,43,Business Owner,8403193,4705820,12,2.56,488,4.67,Pending
LN002091,CUS03110,2024-07-18,,Education Loan,Partner API,Jawa Barat,34,Employed,3755840,14567657,24,2.4,697,16.16,Rejected
LN002092,CUS02685,2023-02-18,2023-02-23,Business Loan,Mobile App,Kalimantan Timur,34,Business Owner,13676888,14046969,12,2.98,545,8.56,Approved
LN002093,CUS00309,2024-07-20,2024-07-21,PayLater,Mobile App,Jawa Timur,36,Employed,2081601,625594,3,2.69,649,10.02,Approved
LN002094,CUS00726,2022-07-04,2022-07-07,Education Loan,Agent,Sumatera Utara,22,Employed,10218443,27300582,12,2.74,625,22.26,Approved
LN002095,CUS03166,2023-05-28,,PayLater,Agent,Jawa Tengah,40,Freelancer,7497128,3751322,3,2.26,702,16.68,Pending
LN002096,CUS02573,2023-10-26,2023-10-27,PayLater,Mobile App,Kalimantan Timur,31,Freelancer,1785713,980088,18,2.5,668,3.05,Approved
LN002097,CUS02024,2022-12-02,2022-12-07,Education Loan,Mobile App,Banten,37,Self-Employed,25429616,6364756,36,2.97,757,0.7,Approved
LN002098,CUS01901,2022-09-11,,Business Loan,Mobile App,DKI Jakarta,23,Employed,4812375,162916819,6,2.47,601,564.23,Rejected
LN002099,CUS03091,2022-07-06,,KTA (Personal Loan),Mobile App,Banten,19,Self-Employed,2953371,41443728,6,2.59,706,233.88,Pending
LN002100,CUS02310,2022-08-22,,KTA (Personal Loan),Partner API,DKI Jakarta,38,Employed,2149393,10423482,6,1.73,662,80.83,Rejected
LN002101,CUS03113,2024-07-09,,KTA (Personal Loan),Web,Sumatera Utara,35,Business Owner,4381657,18568418,6,2.47,519,70.63,Pending
LN002102,CUS02374,2024-01-14,,PayLater,Mobile App,Jawa Barat,24,Business Owner,4632023,4010117,18,1.49,576,4.81,Rejected
LN002103,CUS01839,2022-06-24,,PayLater,Web,Jawa Tengah,25,Business Owner,5317616,2864354,12,2.24,638,4.49,Rejected
LN002104,CUS02790,2024-12-08,,KTA (Personal Loan),Mobile App,Banten,41,Self-Employed,4181877,48046318,1,2.53,738,1148.92,Pending
LN002105,CUS02313,2024-02-26,,Education Loan,Mobile App,Jawa Timur,22,Business Owner,7310949,17026566,18,2.88,687,12.94,Rejected
LN002106,CUS02634,2024-11-13,,PayLater,Mobile App,Jawa Timur,45,Employed,3962440,3546310,3,2.0,556,29.83,Pending
LN002107,CUS02603,2022-11-24,,Business Loan,Mobile App,Sulawesi Selatan,24,Employed,1565897,106858839,36,2.69,638,189.56,Rejected
LN002108,CUS02559,2024-02-15,2024-02-20,PayLater,Partner API,Jawa Barat,37,Self-Employed,4571406,4743344,6,3.23,811,17.29,Approved
LN002109,CUS01324,2024-02-19,,KTA (Personal Loan),Mobile App,Jawa Tengah,29,Employed,1500000,22939659,12,2.18,658,127.44,Pending
LN002110,CUS02570,2022-03-31,,KTA (Personal Loan),Web,DKI Jakarta,36,Self-Employed,6182361,15340840,1,1.73,623,248.14,Rejected
LN002111,CUS01295,2022-12-16,,KTA (Personal Loan),Web,Jawa Tengah,27,Business Owner,2778351,19698523,6,2.64,689,118.17,Rejected
LN002112,CUS00619,2023-11-18,2023-11-20,PayLater,Agent,DKI Jakarta,30,Employed,5514903,4337488,18,1.9,711,4.37,Approved
LN002113,CUS01802,2022-11-04,2022-11-08,PayLater,Agent,Jawa Timur,32,Employed,10999863,2740723,12,2.09,613,2.08,Approved
LN002114,CUS00280,2022-11-29,,KTA (Personal Loan),Partner API,Jawa Barat,23,Freelancer,2829750,20941353,24,2.96,690,30.84,Rejected
LN002115,CUS01921,2022-10-24,,PayLater,Mobile App,Sumatera Utara,37,Employed,9451672,2949170,12,3.44,623,2.6,Rejected
LN002116,CUS01812,2023-01-02,2023-01-06,PayLater,Mobile App,Jawa Barat,27,Freelancer,3855127,1099533,24,2.0,707,1.19,Approved
LN002117,CUS02587,2022-04-16,2022-04-19,KTA (Personal Loan),Web,Jawa Barat,30,Employed,14315670,5241168,36,2.13,663,1.02,Approved
LN002118,CUS01241,2024-05-09,,KTA (Personal Loan),Mobile App,Jawa Tengah,24,Business Owner,4016240,17626310,12,2.28,688,36.57,Rejected
LN002119,CUS03262,2023-09-23,,PayLater,Mobile App,DKI Jakarta,18,Freelancer,3019653,3222525,12,2.23,589,8.89,Pending
LN002120,CUS01126,2023-09-26,2023-09-29,KTA (Personal Loan),Mobile App,DKI Jakarta,30,Freelancer,7551762,37025634,18,3.47,584,27.24,Approved
LN002121,CUS02423,2024-07-02,,Education Loan,Mobile App,Banten,51,Freelancer,3849580,25665274,3,2.23,725,222.23,Rejected
LN002122,CUS00231,2023-08-15,2023-08-17,PayLater,Web,Jawa Tengah,38,Freelancer,3017921,4669986,24,2.31,643,6.45,Approved
LN002123,CUS01442,2023-01-06,,KTA (Personal Loan),Web,DKI Jakarta,31,Self-Employed,3753669,23545055,12,3.31,672,52.27,Rejected
LN002124,CUS02079,2022-08-29,2022-09-03,PayLater,Partner API,DKI Jakarta,29,Self-Employed,4867955,3832325,18,2.79,625,4.37,Approved
LN002125,CUS00304,2022-09-27,,PayLater,Mobile App,Jawa Tengah,32,Self-Employed,11186928,836028,1,2.99,721,7.47,Pending
LN002126,CUS01272,2023-02-20,,PayLater,Mobile App,Banten,36,Freelancer,1566721,758884,18,2.05,601,2.69,Pending
LN002127,CUS01892,2022-01-08,2022-01-13,PayLater,Mobile App,Jawa Barat,22,Business Owner,5069723,1061590,6,2.23,639,3.49,Approved
