repayment_id,loan_id,customer_id,installment_no,due_date,paid_date,monthly_payment_idr,delay_days,repayment_status
RP0004149,LN001066,CUS03122,8,2023-04-30,2023-04-30,546007,0,On Time
RP0004150,LN001066,CUS03122,9,2023-05-30,2023-05-30,546007,0,On Time
RP0004151,LN001066,CUS03122,10,2023-06-29,2023-06-29,546007,0,On Time
RP0004152,LN001066,CUS03122,11,2023-07-29,2023-07-29,546007,0,On Time
RP0004153,LN001066,CUS03122,12,2023-08-28,2023-08-28,546007,0,On Time
RP0004154,LN001066,CUS03122,13,2023-09-27,2023-09-27,546007,0,On Time
RP0004155,LN001066,CUS03122,14,2023-10-27,2023-10-27,546007,0,On Time
RP0004156,LN001066,CUS03122,15,2023-11-26,2023-11-26,546007,0,On Time
RP0004157,LN001066,CUS03122,16,2023-12-26,2023-12-26,546007,0,On Time
RP0004158,LN001066,CUS03122,17,2024-01-25,2024-01-25,546007,0,On Time
RP0004159,LN001066,CUS03122,18,2024-02-24,2024-02-24,546007,0,On Time
RP0004160,LN001067,CUS02827,1,2023-05-20,2023-05-20,367868,0,On Time
RP0004161,LN001067,CUS02827,2,2023-06-19,2023-06-19,367868,0,On Time
RP0004162,LN001067,CUS02827,3,2023-07-19,2023-07-19,367868,0,On Time
RP0004163,LN001067,CUS02827,4,2023-08-18,2023-08-18,367868,0,On Time
RP0004164,LN001067,CUS02827,5,2023-09-17,2023-09-17,367868,0,On Time
RP0004165,LN001067,CUS02827,6,2023-10-17,2023-10-17,367868,0,On Time
RP0004166,LN001067,CUS02827,7,2023-11-16,2023-11-16,367868,0,On Time
RP0004167,LN001067,CUS02827,8,2023-12-16,2023-12-16,367868,0,On Time
RP0004168,LN001067,CUS02827,9,2024-01-15,2024-01-15,367868,0,On Time
RP0004169,LN001067,CUS02827,10,2024-02-14,2024-02-14,367868,0,On Time
RP0004170,LN001067,CUS02827,11,2024-03-15,2024-03-15,367868,0,On Time
RP0004171,LN001067,CUS02827,12,2024-04-14,2024-04-14,367868,0,On Time
RP0004172,LN001067,CUS02827,13,2024-05-14,2024-05-14,367868,0,On Time
RP0004173,LN001067,CUS02827,14,2024-06-13,2024-06-13,367868,0,On Time
RP0004174,LN001067,CUS02827,15,2024-07-13,2024-07-13,367868,0,On Time
RP0004175,LN001067,CUS02827,16,2024-08-12,2024-08-12,367868,0,On Time
RP0004176,LN001067,CUS02827,17,2024-09-11,2024-09-11,367868,0,On Time
RP0004177,LN001067,CUS02827,18,2024-10-11,2024-10-11,367868,0,On Time
RP0004178,LN001069,CUS00785,1,2023-12-12,2023-12-12,1878456,0,On Time
RP0004179,LN001069,CUS00785,2,2024-01-11,2024-01-11,1878456,0,On Time
RP0004180,LN001069,CUS00785,3,2024-02-10,2024-02-10,1878456,0,On Time
RP0004181,LN001069,CUS00785,4,2024-03-11,2024-03-11,1878456,0,On Time
RP0004182,LN001069,CUS00785,5,2024-04-10,2024-04-10,1878456,0,On Time
RP0004183,LN001069,CUS00785,6,2024-05-10,2024-05-10,1878456,0,On Time
RP0004184,LN001069,CUS00785,7,2024-06-09,2024-06-09,1878456,0,On Time
RP0004185,LN001069,CUS00785,8,2024-07-09,2024-07-09,1878456,0,On Time
RP0004186,LN001069,CUS00785,9,2024-08-08,2024-08-08,1878456,0,On Time
RP0004187,LN001069,CUS00785,10,2024-09-07,2024-09-07,1878456,0,On Time
RP0004188,LN001069,CUS00785,11,2024-10-07,2024-10-07,1878456,0,On Time
RP0004189,LN001069,CUS00785,12,2024-11-06,2024-11-06,1878456,0,On Time
RP0004190,LN001080,CUS00412,1,2022-10-20,2022-10-20,1639000,0,On Time
RP0004191,LN001080,CUS00412,2,2022-11-19,2022-11-19,1639000,0,On Time
RP0004192,LN001080,CUS00412,3,2022-12-19,2022-12-19,1639000,0,On Time
RP0004193,LN001080,CUS00412,4,2023-01-18,2023-01-18,1639000,0,On Time
RP0004194,LN001080,CUS00412,5,2023-02-17,2023-02-17,1639000,0,On Time
RP0004195,LN001080,CUS00412,6,2023-03-19,2023-03-19,1639000,0,On Time
RP0004196,LN001080,CUS00412,7,2023-04-18,2023-04-18,1639000,0,On Time
RP0004197,LN001080,CUS00412,8,2023-05-18,2023-05-18,1639000,0,On Time
RP0004198,LN001080,CUS00412,9,2023-06-17,2023-06-17,1639000,0,On Time
RP0004199,LN001080,CUS00412,10,2023-07-17,2023-07-17,1639000,0,On Time
RP0004200,LN001080,CUS00412,11,2023-08-16,2023-08-16,1639000,0,On Time
RP0004201,LN001080,CUS00412,12,2023-09-15,2023-09-15,1639000,0,On Time
RP0004202,LN001080,CUS00412,13,2023-10-15,2023-10-15,1639000,0,On Time
RP0004203,LN001080,CUS00412,14,2023-11-14,2023-11-14,1639000,0,On Time
RP0004204,LN001080,CUS00412,15,2023-12-14,2023-12-14,1639000,0,On Time
RP0004205,LN001080,CUS00412,16,2024-01-13,2024-01-13,1639000,0,On Time
RP0004206,LN001080,CUS00412,17,2024-02-12,2024-02-12,1639000,0,On Time
RP0004207,LN001080,CUS00412,18,2024-03-13,2024-03-13,1639000,0,On Time
RP0004208,LN001080,CUS00412,19,2024-04-12,2024-04-12,1639000,0,On Time
RP0004209,LN001080,CUS00412,20,2024-05-12,2024-05-12,1639000,0,On Time
RP0004210,LN001080,CUS00412,21,2024-06-11,2024-06-11,1639000,0,On Time
RP0004211,LN001080,CUS00412,22,2024-07-11,2024-07-11,1639000,0,On Time
RP0004212,LN001080,CUS00412,23,2024-08-10,2024-08-10,1639000,0,On Time
RP0004213,LN001080,CUS00412,24,2024-09-09,2024-09-09,1639000,0,On Time
RP0004214,LN001080,CUS00412,25,2024-10-09,2024-10-09,1639000,0,On Time
RP0004215,LN001080,CUS00412,26,2024-11-08,2024-11-08,1639000,0,On Time
RP0004216,LN001080,CUS00412,27,2024-12-08,2024-12-08,1639000,0,On Time
RP0004217,LN001080,CUS00412,28,2025-01-07,2025-01-07,1639000,0,On Time
RP0004218,LN001080,CUS00412,29,2025-02-06,2025-02-06,1639000,0,On Time
RP0004219,LN001080,CUS00412,30,2025-03-08,2025-03-08,1639000,0,On Time
RP0004220,LN001080,CUS00412,31,2025-04-07,2025-04-07,1639000,0,On Time
RP0004221,LN001080,CUS00412,32,2025-05-07,2025-05-07,1639000,0,On Time
RP0004222,LN001080,CUS00412,33,2025-06-06,2025-06-06,1639000,0,On Time
RP0004223,LN001081,CUS03411,1,2022-12-29,2022-12-29,567197,0,On Time
RP0004224,LN001081,CUS03411,2,2023-01-28,2023-01-28,567197,0,On Time
RP0004225,LN001081,CUS03411,3,2023-02-27,2023-02-27,567197,0,On Time
RP0004226,LN001082,CUS00796,1,2022-11-06,2022-11-06,482733,0,On Time
RP0004227,LN001082,CUS00796,2,2022-12-06,2022-12-06,482733,0,On Time
RP0004228,LN001082,CUS00796,3,2023-01-05,2023-01-05,482733,0,On Time
RP0004229,LN001087,CUS01239,1,2023-01-10,2023-01-10,504075,0,On Time
RP0004230,LN001087,CUS01239,2,2023-02-09,2023-02-09,504075,0,On Time
RP0004231,LN001087,CUS01239,3,2023-03-11,2023-03-11,504075,0,On Time
RP0004232,LN001087,CUS01239,4,2023-04-10,2023-04-10,504075,0,On Time
RP0004233,LN001087,CUS01239,5,2023-05-10,2023-05-10,504075,0,On Time
RP0004234,LN001087,CUS01239,6,2023-06-09,2023-06-09,504075,0,On Time
RP0004235,LN001087,CUS01239,7,2023-07-09,2023-07-09,504075,0,On Time
RP0004236,LN001087,CUS01239,8,2023-08-08,2023-08-08,504075,0,On Time
RP0004237,LN001087,CUS01239,9,2023-09-07,2023-09-07,504075,0,On Time
RP0004238,LN001087,CUS01239,10,2023-10-07,2023-10-07,504075,0,On Time
RP0004239,LN001087,CUS01239,11,2023-11-06,2023-11-06,504075,0,On Time
RP0004240,LN001087,CUS01239,12,2023-12-06,2023-12-06,504075,0,On Time
RP0004241,LN001090,CUS02188,1,2024-12-26,2024-12-26,657098,0,On Time
RP0004242,LN001090,CUS02188,2,2025-01-25,2025-01-25,657098,0,On Time
RP0004243,LN001090,CUS02188,3,2025-02-24,2025-02-24,657098,0,On Time
RP0004244,LN001090,CUS02188,4,2025-03-26,2025-03-26,657098,0,On Time
RP0004245,LN001090,CUS02188,5,2025-04-25,2025-04-25,657098,0,On Time
RP0004246,LN001090,CUS02188,6,2025-05-25,2025-05-25,657098,0,On Time
RP0004247,LN001093,CUS00187,1,2023-09-07,2023-09-07,289275,0,On Time
RP0004248,LN001093,CUS00187,2,2023-10-07,2023-10-07,289275,0,On Time
RP0004249,LN001093,CUS00187,3,2023-11-06,2023-11-06,289275,0,On Time
RP0004250,LN001093,CUS00187,4,2023-12-06,2023-12-06,289275,0,On Time
RP0004251,LN001093,CUS00187,5,2024-01-05,2024-01-05,289275,0,On Time
RP0004252,LN001093,CUS00187,6,2024-02-04,2024-02-04,289275,0,On Time
RP0004253,LN001093,CUS00187,7,2024-03-05,2024-03-05,289275,0,On Time
RP0004254,LN001093,CUS00187,8,2024-04-04,2024-04-04,289275,0,On Time
RP0004255,LN001093,CUS00187,9,2024-05-04,2024-05-04,289275,0,On Time
RP0004256,LN001093,CUS00187,10,2024-06-03,2024-06-03,289275,0,On Time
RP0004257,LN001093,CUS00187,11,2024-07-03,2024-07-03,289275,0,On Time
RP0004258,LN001093,CUS00187,12,2024-08-02,2024-08-02,289275,0,On Time
RP0004259,LN001093,CUS00187,13,2024-09-01,2024-09-01,289275,0,On Time
RP0004260,LN001093,CUS00187,14,2024-10-01,2024-10-01,289275,0,On Time
RP0004261,LN001093,CUS00187,15,2024-10-31,2024-10-31,289275,0,On Time
RP0004262,LN001093,CUS00187,16,2024-11-30,2024-11-30,289275,0,On Time
RP0004263,LN001093,CUS00187,17,2024-12-30,2024-12-30,289275,0,On Time
RP0004264,LN001093,CUS00187,18,2025-01-29,2025-01-29,289275,0,On Time
RP0004265,LN001098,CUS00518,1,2024-10-17,2024-10-17,288181,0,On Time
RP0004266,LN001098,CUS00518,2,2024-11-16,2024-11-16,288181,0,On Time
RP0004267,LN001098,CUS00518,3,2024-12-16,2024-12-16,288181,0,On Time
RP0004268,LN001098,CUS00518,4,2025-01-15,2025-01-15,288181,0,On Time
RP0004269,LN001098,CUS00518,5,2025-02-14,2025-02-14,288181,0,On Time
RP0004270,LN001098,CUS00518,6,2025-03-16,2025-03-16,288181,0,On Time
RP0004271,LN001098,CUS00518,7,2025-04-15,2025-04-15,288181,0,On Time
RP0004272,LN001098,CUS00518,8,2025-05-15,2025-05-15,288181,0,On Time
RP0004273,LN001098,CUS00518,9,2025-06-14,2025-06-14,288181,0,On Time
RP0004274,LN001104,CUS02352,1,2024-12-16,2024-12-16,161403,0,On Time
RP0004275,LN001104,CUS02352,2,2025-01-15,2025-01-15,161403,0,On Time
RP0004276,LN001104,CUS02352,3,2025-02-14,2025-02-14,161403,0,On Time
RP0004277,LN001104,CUS02352,4,2025-03-16,2025-03-16,161403,0,On Time
RP0004278,LN001104,CUS02352,5,2025-04-15,2025-04-15,161403,0,On Time
RP0004279,LN001104,CUS02352,6,2025-05-15,2025-05-15,161403,0,On Time
RP0004280,LN001104,CUS02352,7,2025-06-14,2025-06-14,161403,0,On Time
RP0004281,LN001105,CUS01165,1,2023-07-31,2023-07-31,1518338,0,On Time
RP0004282,LN001105,CUS01165,2,2023-08-30,2023-08-30,1518338,0,On Time
RP0004283,LN001105,CUS01165,3,2023-09-29,2023-09-29,1518338,0,On Time
RP0004284,LN001105,CUS01165,4,2023-10-29,2023-10-29,1518338,0,On Time
RP0004285,LN001105,CUS01165,5,2023-11-28,2024-02-01,1518338,65,Overdue
RP0004286,LN001105,CUS01165,6,2023-12-28,2023-12-28,1518338,0,On Time
RP0004287,LN001105,CUS01165,7,2024-01-27,2024-01-27,1518338,0,On Time
RP0004288,LN001105,CUS01165,8,2024-02-26,2024-02-26,1518338,0,On Time
RP0004289,LN001105,CUS01165,9,2024-03-27,2024-03-27,1518338,0,On Time
RP0004290,LN001105,CUS01165,10,2024-04-26,2024-04-26,1518338,0,On Time
RP0004291,LN001105,CUS01165,11,2024-05-26,2024-05-26,1518338,0,On Time
RP0004292,LN001105,CUS01165,12,2024-06-25,2024-06-25,1518338,0,On Time
RP0004293,LN001105,CUS01165,13,2024-07-25,2024-07-25,1518338,0,On Time
RP0004294,LN001105,CUS01165,14,2024-08-24,2024-08-24,1518338,0,On Time
RP0004295,LN001105,CUS01165,15,2024-09-23,2024-09-23,1518338,0,On Time
RP0004296,LN001105,CUS01165,16,2024-10-23,2024-10-23,1518338,0,On Time
RP0004297,LN001105,CUS01165,17,2024-11-22,2024-11-22,1518338,0,On Time
RP0004298,LN001105,CUS01165,18,2024-12-22,2024-12-22,1518338,0,On Time
RP0004299,LN001105,CUS01165,19,2025-01-21,2025-01-21,1518338,0,On Time
RP0004300,LN001105,CUS01165,20,2025-02-20,2025-02-20,1518338,0,On Time
RP0004301,LN001105,CUS01165,21,2025-03-22,2025-03-22,1518338,0,On Time
RP0004302,LN001105,CUS01165,22,2025-04-21,2025-04-21,1518338,0,On Time
RP0004303,LN001105,CUS01165,23,2025-05-21,2025-05-21,1518338,0,On Time
RP0004304,LN001105,CUS01165,24,2025-06-20,2025-06-20,1518338,0,On Time
RP0004305,LN001107,CUS01961,1,2024-01-07,2024-01-07,183371,0,On Time
RP0004306,LN001107,CUS01961,2,2024-02-06,2024-02-06,183371,0,On Time
RP0004307,LN001107,CUS01961,3,2024-03-07,2024-03-07,183371,0,On Time
RP0004308,LN001107,CUS01961,4,2024-04-06,2024-04-06,183371,0,On Time
RP0004309,LN001107,CUS01961,5,2024-05-06,2024-05-06,183371,0,On Time
RP0004310,LN001107,CUS01961,6,2024-06-05,2024-06-05,183371,0,On Time
RP0004311,LN001107,CUS01961,7,2024-07-05,2024-07-05,183371,0,On Time
RP0004312,LN001107,CUS01961,8,2024-08-04,2024-08-04,183371,0,On Time
RP0004313,LN001107,CUS01961,9,2024-09-03,2024-09-03,183371,0,On Time
RP0004314,LN001107,CUS01961,10,2024-10-03,2024-10-03,183371,0,On Time
RP0004315,LN001107,CUS01961,11,2024-11-02,2024-11-02,183371,0,On Time
RP0004316,LN001107,CUS01961,12,2024-12-02,2024-12-02,183371,0,On Time
RP0004317,LN001107,CUS01961,13,2025-01-01,2025-01-01,183371,0,On Time
RP0004318,LN001107,CUS01961,14,2025-01-31,2025-01-31,183371,0,On Time
RP0004319,LN001107,CUS01961,15,2025-03-02,2025-03-02,183371,0,On Time
RP0004320,LN001107,CUS01961,16,2025-04-01,2025-04-01,183371,0,On Time
RP0004321,LN001107,CUS01961,17,2025-05-01,2025-05-01,183371,0,On Time
RP0004322,LN001107,CUS01961,18,2025-05-31,2025-05-31,183371,0,On Time
RP0004323,LN001111,CUS00211,1,2024-03-19,2024-03-19,1751918,0,On Time
RP0004324,LN001111,CUS00211,2,2024-04-18,2024-04-18,1751918,0,On Time
RP0004325,LN001111,CUS00211,3,2024-05-18,2024-05-18,1751918,0,On Time
RP0004326,LN001111,CUS00211,4,2024-06-17,2024-06-17,1751918,0,On Time
RP0004327,LN001111,CUS00211,5,2024-07-17,2024-07-17,1751918,0,On Time
RP0004328,LN001111,CUS00211,6,2024-08-16,2024-08-16,1751918,0,On Time
RP0004329,LN001113,CUS01957,1,2022-10-30,2022-10-30,1149548,0,On Time
RP0004330,LN001113,CUS01957,2,2022-11-29,2022-11-29,1149548,0,On Time
RP0004331,LN001113,CUS01957,3,2022-12-29,2022-12-29,1149548,0,On Time
RP0004332,LN001125,CUS00612,1,2025-01-27,2025-01-27,709393,0,On Time
RP0004333,LN001125,CUS00612,2,2025-02-26,2025-02-26,709393,0,On Time
RP0004334,LN001125,CUS00612,3,2025-03-28,2025-03-28,709393,0,On Time
RP0004335,LN001125,CUS00612,4,2025-04-27,2025-04-27,709393,0,On Time
RP0004336,LN001125,CUS00612,5,2025-05-27,2025-05-27,709393,0,On Time
RP0004337,LN001125,CUS00612,6,2025-06-26,2025-06-26,709393,0,On Time
RP0004338,LN001130,CUS01017,1,2022-10-25,2022-11-19,797658,25,Late
RP0004339,LN001130,CUS01017,2,2022-11-24,2022-11-28,797658,4,Late
RP0004340,LN001130,CUS01017,3,2022-12-24,2022-12-24,797658,0,On Time
RP0004341,LN001133,CUS03132,1,2025-01-08,2025-01-08,2597505,0,On Time
RP0004342,LN001133,CUS03132,2,2025-02-07,2025-02-07,2597505,0,On Time
RP0004343,LN001133,CUS03132,3,2025-03-09,2025-03-09,2597505,0,On Time
RP0004344,LN001133,CUS03132,4,2025-04-08,2025-04-08,2597505,0,On Time
RP0004345,LN001133,CUS03132,5,2025-05-08,2025-05-08,2597505,0,On Time
RP0004346,LN001133,CUS03132,6,2025-06-07,2025-06-07,2597505,0,On Time
RP0004347,LN001144,CUS01814,1,2024-06-24,2024-06-24,710500,0,On Time
RP0004348,LN001144,CUS01814,2,2024-07-24,2024-07-24,710500,0,On Time
RP0004349,LN001144,CUS01814,3,2024-08-23,2024-08-23,710500,0,On Time
RP0004350,LN001144,CUS01814,4,2024-09-22,2024-09-22,710500,0,On Time
RP0004351,LN001144,CUS01814,5,2024-10-22,2024-10-22,710500,0,On Time
RP0004352,LN001144,CUS01814,6,2024-11-21,2024-11-21,710500,0,On Time
RP0004353,LN001145,CUS01218,1,2022-11-02,2022-11-02,68508,0,On Time
RP0004354,LN001145,CUS01218,2,2022-12-02,2022-12-02,68508,0,On Time
RP0004355,LN001145,CUS01218,3,2023-01-01,2023-01-01,68508,0,On Time
RP0004356,LN001145,CUS01218,4,2023-01-31,2023-01-31,68508,0,On Time
RP0004357,LN001145,CUS01218,5,2023-03-02,2023-03-02,68508,0,On Time
RP0004358,LN001145,CUS01218,6,2023-04-01,2023-04-01,68508,0,On Time
RP0004359,LN001145,CUS01218,7,2023-05-01,2023-05-01,68508,0,On Time
RP0004360,LN001145,CUS01218,8,2023-05-31,2023-05-31,68508,0,On Time
RP0004361,LN001145,CUS01218,9,2023-06-30,2023-06-30,68508,0,On Time
RP0004362,LN001145,CUS01218,10,2023-07-30,2023-07-30,68508,0,On Time
RP0004363,LN001145,CUS01218,11,2023-08-29,2023-08-29,68508,0,On Time
RP0004364,LN001145,CUS01218,12,2023-09-28,2023-09-28,68508,0,On Time
RP0004365,LN001145,CUS01218,13,2023-10-28,2023-10-28,68508,0,On Time
RP0004366,LN001145,CUS01218,14,2023-11-27,2023-11-27,68508,0,On Time
RP0004367,LN001145,CUS01218,15,2023-12-27,2023-12-27,68508,0,On Time
RP0004368,LN001145,CUS01218,16,2024-01-26,2024-01-26,68508,0,On Time
RP0004369,LN001145,CUS01218,17,2024-02-25,2024-02-25,68508,0,On Time
RP0004370,LN001145,CUS01218,18,2024-03-26,2024-03-26,68508,0,On Time
RP0004371,LN001145,CUS01218,19,2024-04-25,2024-04-25,68508,0,On Time
RP0004372,LN001145,CUS01218,20,2024-05-25,2024-05-25,68508,0,On Time
RP0004373,LN001145,CUS01218,21,2024-06-24,2024-06-24,68508,0,On Time
RP0004374,LN001145,CUS01218,22,2024-07-24,2024-07-24,68508,0,On Time
RP0004375,LN001145,CUS01218,23,2024-08-23,2024-08-23,68508,0,On Time
RP0004376,LN001145,CUS01218,24,2024-09-22,2024-09-22,68508,0,On Time
RP0004377,LN001146,CUS02411,1,2023-07-09,2023-07-09,222827,0,On Time
RP0004378,LN001146,CUS02411,2,2023-08-08,2023-08-08,222827,0,On Time
RP0004379,LN001146,CUS02411,3,2023-09-07,2023-09-07,222827,0,On Time
RP0004380,LN001146,CUS02411,4,2023-10-07,2023-10-07,222827,0,On Time
RP0004381,LN001146,CUS02411,5,2023-11-06,2023-11-06,222827,0,On Time
RP0004382,LN001146,CUS02411,6,2023-12-06,2023-12-06,222827,0,On Time
RP0004383,LN001150,CUS02544,1,2023-09-08,2023-09-08,480160,0,On Time
RP0004384,LN001150,CUS02544,2,2023-10-08,2023-10-08,480160,0,On Time
RP0004385,LN001150,CUS02544,3,2023-11-07,2023-11-07,480160,0,On Time
RP0004386,LN001150,CUS02544,4,2023-12-07,2023-12-07,480160,0,On Time
RP0004387,LN001150,CUS02544,5,2024-01-06,2024-01-06,480160,0,On Time
RP0004388,LN001150,CUS02544,6,2024-02-05,2024-02-05,480160,0,On Time
RP0004389,LN001150,CUS02544,7,2024-03-06,2024-03-06,480160,0,On Time
RP0004390,LN001150,CUS02544,8,2024-04-05,2024-04-05,480160,0,On Time
RP0004391,LN001150,CUS02544,9,2024-05-05,2024-05-05,480160,0,On Time
RP0004392,LN001150,CUS02544,10,2024-06-04,2024-06-04,480160,0,On Time
RP0004393,LN001150,CUS02544,11,2024-07-04,2024-07-04,480160,0,On Time
RP0004394,LN001150,CUS02544,12,2024-08-03,2024-08-03,480160,0,On Time
RP0004395,LN001156,CUS00852,1,2025-01-10,2025-01-10,2639844,0,On Time
RP0004396,LN001156,CUS00852,2,2025-02-09,2025-04-15,2639844,65,Overdue
RP0004397,LN001156,CUS00852,3,2025-03-11,2025-03-11,2639844,0,On Time
RP0004398,LN001156,CUS00852,4,2025-04-10,2025-04-10,2639844,0,On Time
RP0004399,LN001156,CUS00852,5,2025-05-10,2025-05-10,2639844,0,On Time
RP0004400,LN001156,CUS00852,6,2025-06-09,2025-06-09,2639844,0,On Time
RP0004401,LN001161,CUS00333,1,2023-03-29,2023-03-29,566683,0,On Time
RP0004402,LN001161,CUS00333,2,2023-04-28,2023-04-28,566683,0,On Time
RP0004403,LN001161,CUS00333,3,2023-05-28,2023-05-28,566683,0,On Time
RP0004404,LN001161,CUS00333,4,2023-06-27,2023-06-27,566683,0,On Time
RP0004405,LN001161,CUS00333,5,2023-07-27,2023-07-27,566683,0,On Time
RP0004406,LN001161,CUS00333,6,2023-08-26,2023-08-26,566683,0,On Time
RP0004407,LN001165,CUS02261,1,2022-09-11,2022-09-11,223221,0,On Time
RP0004408,LN001165,CUS02261,2,2022-10-11,2022-10-11,223221,0,On Time
RP0004409,LN001165,CUS02261,3,2022-11-10,2022-11-10,223221,0,On Time
RP0004410,LN001165,CUS02261,4,2022-12-10,2022-12-10,223221,0,On Time
RP0004411,LN001165,CUS02261,5,2023-01-09,2023-01-09,223221,0,On Time
RP0004412,LN001165,CUS02261,6,2023-02-08,2023-02-08,223221,0,On Time
RP0004413,LN001165,CUS02261,7,2023-03-10,2023-03-10,223221,0,On Time
RP0004414,LN001165,CUS02261,8,2023-04-09,2023-04-09,223221,0,On Time
RP0004415,LN001165,CUS02261,9,2023-05-09,2023-05-09,223221,0,On Time
RP0004416,LN001165,CUS02261,10,2023-06-08,2023-06-08,223221,0,On Time
RP0004417,LN001165,CUS02261,11,2023-07-08,2023-07-08,223221,0,On Time
RP0004418,LN001165,CUS02261,12,2023-08-07,2023-08-07,223221,0,On Time
RP0004419,LN001165,CUS02261,13,2023-09-06,2023-09-06,223221,0,On Time
RP0004420,LN001165,CUS02261,14,2023-10-06,2023-10-06,223221,0,On Time
RP0004421,LN001165,CUS02261,15,2023-11-05,2023-11-05,223221,0,On Time
RP0004422,LN001165,CUS02261,16,2023-12-05,2023-12-05,223221,0,On Time
RP0004423,LN001165,CUS02261,17,2024-01-04,2024-01-04,223221,0,On Time
RP0004424,LN001165,CUS02261,18,2024-02-03,2024-02-03,223221,0,On Time
RP0004425,LN001166,CUS00308,1,2022-12-15,2022-12-15,366156,0,On Time
RP0004426,LN001166,CUS00308,2,2023-01-14,2023-01-14,366156,0,On Time
RP0004427,LN001166,CUS00308,3,2023-02-13,2023-02-13,366156,0,On Time
RP0004428,LN001166,CUS00308,4,2023-03-15,2023-03-15,366156,0,On Time
RP0004429,LN001166,CUS00308,5,2023-04-14,2023-04-14,366156,0,On Time
RP0004430,LN001166,CUS00308,6,2023-05-14,2023-05-14,366156,0,On Time
RP0004431,LN001166,CUS00308,7,2023-06-13,2023-06-13,366156,0,On Time
RP0004432,LN001166,CUS00308,8,2023-07-13,2023-07-13,366156,0,On Time
RP0004433,LN001166,CUS00308,9,2023-08-12,2023-08-12,366156,0,On Time
RP0004434,LN001166,CUS00308,10,2023-09-11,2023-09-11,366156,0,On Time
RP0004435,LN001166,CUS00308,11,2023-10-11,2023-10-11,366156,0,On Time
RP0004436,LN001166,CUS00308,12,2023-11-10,2023-11-10,366156,0,On Time
RP0004437,LN001166,CUS00308,13,2023-12-10,2023-12-10,366156,0,On Time
RP0004438,LN001166,CUS00308,14,2024-01-09,2024-01-09,366156,0,On Time
RP0004439,LN001166,CUS00308,15,2024-02-08,2024-02-08,366156,0,On Time
RP0004440,LN001166,CUS00308,16,2024-03-09,2024-03-09,366156,0,On Time
RP0004441,LN001166,CUS00308,17,2024-04-08,2024-04-08,366156,0,On Time
RP0004442,LN001166,CUS00308,18,2024-05-08,2024-05-08,366156,0,On Time
RP0004443,LN001170,CUS01846,1,2024-06-19,2024-06-19,362027,0,On Time
RP0004444,LN001170,CUS01846,2,2024-07-19,2024-07-19,362027,0,On Time
RP0004445,LN001170,CUS01846,3,2024-08-18,2024-08-18,362027,0,On Time
RP0004446,LN001170,CUS01846,4,2024-09-17,2024-09-17,362027,0,On Time
RP0004447,LN001170,CUS01846,5,2024-10-17,2024-10-17,362027,0,On Time
RP0004448,LN001170,CUS01846,6,2024-11-16,2024-11-16,362027,0,On Time
RP0004449,LN001170,CUS01846,7,2024-12-16,2024-12-16,362027,0,On Time
RP0004450,LN001170,CUS01846,8,2025-01-15,2025-01-15,362027,0,On Time
RP0004451,LN001170,CUS01846,9,2025-02-14,2025-02-14,362027,0,On Time
RP0004452,LN001170,CUS01846,10,2025-03-16,2025-03-16,362027,0,On Time
RP0004453,LN001170,CUS01846,11,2025-04-15,2025-04-15,362027,0,On Time
RP0004454,LN001170,CUS01846,12,2025-05-15,2025-05-15,362027,0,On Time
RP0004455,LN001175,CUS00134,1,2024-05-30,2024-05-30,377773,0,On Time
RP0004456,LN001175,CUS00134,2,2024-06-29,2024-06-29,377773,0,On Time
RP0004457,LN001175,CUS00134,3,2024-07-29,2024-07-29,377773,0,On Time
RP0004458,LN001175,CUS00134,4,2024-08-28,2024-08-28,377773,0,On Time
RP0004459,LN001175,CUS00134,5,2024-09-27,2024-09-27,377773,0,On Time
RP0004460,LN001175,CUS00134,6,2024-10-27,2024-10-27,377773,0,On Time
RP0004461,LN001175,CUS00134,7,2024-11-26,2024-11-26,377773,0,On Time
RP0004462,LN001175,CUS00134,8,2024-12-26,2024-12-26,377773,0,On Time
RP0004463,LN001175,CUS00134,9,2025-01-25,2025-01-25,377773,0,On Time
RP0004464,LN001175,CUS00134,10,2025-02-24,2025-02-24,377773,0,On Time
RP0004465,LN001175,CUS00134,11,2025-03-26,2025-03-26,377773,0,On Time
RP0004466,LN001175,CUS00134,12,2025-04-25,2025-04-25,377773,0,On Time
RP0004467,LN001176,CUS00949,1,2024-10-19,2024-10-19,224634,0,On Time
RP0004468,LN001176,CUS00949,2,2024-11-18,2024-11-18,224634,0,On Time
RP0004469,LN001176,CUS00949,3,2024-12-18,2024-12-18,224634,0,On Time
RP0004470,LN001176,CUS00949,4,2025-01-17,2025-01-17,224634,0,On Time
RP0004471,LN001176,CUS00949,5,2025-02-16,2025-02-16,224634,0,On Time
RP0004472,LN001176,CUS00949,6,2025-03-18,2025-03-18,224634,0,On Time
RP0004473,LN001176,CUS00949,7,2025-04-17,2025-04-17,224634,0,On Time
RP0004474,LN001176,CUS00949,8,2025-05-17,2025-05-17,224634,0,On Time
RP0004475,LN001176,CUS00949,9,2025-06-16,2025-06-16,224634,0,On Time
RP0004476,LN001183,CUS02816,1,2024-04-28,2024-04-28,78559,0,On Time
RP0004477,LN001183,CUS02816,2,2024-05-28,2024-05-28,78559,0,On Time
